"id","listingType","featureGroups","numberOfRooms","price","debtFreePrice","livingArea","totalArea","pricePMsq","city","region","district","postalCode","floor","buildingAge","centrum","hasSauna","hasBalcony","hasParking","hasWalkInCloset","hasStorage","link"
"523036","Omakotitalo","apartment",6,550000,550000,449,505.5,1088.03165182987,"Oulu","Oulu","Iinatti","90240",0,34,0,1,1,0,0,0,"<a href='https://op-koti.fi/kohde/523036'>https://op-koti.fi/kohde/523036</a>"
"523569","Kerrostalo","apartment",3,323000,323000,62.5,62.5,5168,"Espoo","Leppävaara","Lintuvaara","02660",3,22,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/523569'>https://op-koti.fi/kohde/523569</a>"
"522715","Omakotitalo","apartment",4,93000,93000,120,155,600,"Kokkola","Kokkola","Lohtaja","68230",0,44,0,1,0,1,1,0,"<a href='https://op-koti.fi/kohde/522715'>https://op-koti.fi/kohde/522715</a>"
"523088","Kerrostalo","apartment",2,138000,138000,61.5,61.5,2243.90243902439,"Oulu","Oulu","Intiö","90130",2,47,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/523088'>https://op-koti.fi/kohde/523088</a>"
"523535","Rivitalo","apartment",2,96757.44,107000,60,60,1783.33333333333,"Hämeenlinna","Hämeenlinna","Iittala","14500",1,36,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/523535'>https://op-koti.fi/kohde/523535</a>"
"523324","Omakotitalo","newHousing",4,249000,249000,101,101,2465.34653465347,"Mynämäki","Mynämäki","Kuivela","23100",0,0,1,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/523324'>https://op-koti.fi/kohde/523324</a>"
"521724","Rivitalo","apartment",1,42000,42000,35,35,1200,"Somero","Somero","Pappila","31400",0,47,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/521724'>https://op-koti.fi/kohde/521724</a>"
"523429","Omakotitalo","apartment",4,338000,338000,174,209,1617.22488038278,"Masku","Masku","Lemu","21230",0,15,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/523429'>https://op-koti.fi/kohde/523429</a>"
"523425","Kerrostalo","apartment",2,199000,199000,47,47,4234.04255319149,"Helsinki","Itä-Helsinki","Puotila","00910",2,62,0,0,1,0,0,0,"<a href='https://op-koti.fi/kohde/523425'>https://op-koti.fi/kohde/523425</a>"
"523309","Kerrostalo","apartment",3,69527.96,95000,80.5,80.5,1180.12422360248,"Pori","Pori","Pormestarinluoto","28190",1,54,0,0,1,0,0,0,"<a href='https://op-koti.fi/kohde/523309'>https://op-koti.fi/kohde/523309</a>"
"523115","Kerrostalo","apartment",3,82000,82000,95,95,863.157894736842,"Akaa","Akaa","Viiala / Alkkula","37830",3,54,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/523115'>https://op-koti.fi/kohde/523115</a>"
"523261","Kerrostalo","apartment",4,104053.35,149000,85,85,1752.94117647059,"Seinäjoki","Seinäjoki","Keskusta","60100",1,50,1,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/523261'>https://op-koti.fi/kohde/523261</a>"
"523839","Kerrostalo","apartment",2,59500,59500,61.5,61.5,967.479674796748,"Lahti","Lahti","Liipola","15500",2,48,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/523839'>https://op-koti.fi/kohde/523839</a>"
"523702","Kerrostalo","apartment",1,49608.61,63000,25.8,25.8,2441.86046511628,"Pori","Pori","Riihiketo","28130",2,63,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/523702'>https://op-koti.fi/kohde/523702</a>"
"523689","Omakotitalo","apartment",4,110000,110000,99,158.9,692.259282567653,"Loppi","Loppi","Kirkonkylä","12700",0,48,0,1,0,0,1,0,"<a href='https://op-koti.fi/kohde/523689'>https://op-koti.fi/kohde/523689</a>"
"523155","Rivitalo","apartment",2,33500,33500,56.2,56.2,596.085409252669,"Pieksämäki","Pieksämäki","Kontiopuisto","76120",1,58,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/523155'>https://op-koti.fi/kohde/523155</a>"
"523595","Kerrostalo","apartment",2,56000,56000,56,56,1000,"Sastamala","Sastamala","Keskusta","38210",2,45,0,0,1,0,1,0,"<a href='https://op-koti.fi/kohde/523595'>https://op-koti.fi/kohde/523595</a>"
"523384","Kerrostalo","apartment",1,111008.44,223000,29.5,29.5,7559.3220338983,"Tampere","Keskusta","Tampella","33100",5,6,1,0,1,0,0,0,"<a href='https://op-koti.fi/kohde/523384'>https://op-koti.fi/kohde/523384</a>"
"523495","Omakotitalo","apartment",5,265000,265000,170,280,946.428571428571,"Lappeenranta","Lappeenranta","Kanavansuu","53300",0,26,0,0,1,0,0,0,"<a href='https://op-koti.fi/kohde/523495'>https://op-koti.fi/kohde/523495</a>"
"523781","Kerrostalo","apartment",3,39000,39000,57,57,684.210526315789,"Kotka","Kotka","Helilä","48600",1,51,0,0,1,0,1,0,"<a href='https://op-koti.fi/kohde/523781'>https://op-koti.fi/kohde/523781</a>"
"523032","Kerrostalo","apartment",4,178000,178000,92.5,92.5,1924.32432432432,"Rovaniemi","Rovaniemi","Sahanperä","96200",2,32,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/523032'>https://op-koti.fi/kohde/523032</a>"
"506774","Kerrostalo","apartment",3,86587.03,88000,79,79,1113.92405063291,"Raasepori","Raasepori","Tammisaari","10650",1,50,0,0,1,0,1,0,"<a href='https://op-koti.fi/kohde/506774'>https://op-koti.fi/kohde/506774</a>"
"523420","Omakotitalo","apartment",5,440000,440000,170,202,2178.21782178218,"Salo","Salo","Kauniainen","24240",0,15,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/523420'>https://op-koti.fi/kohde/523420</a>"
"523053","Kerrostalo","apartment",3,353000,353000,69.5,69.5,5079.13669064748,"Turku","Turku","Kakolanmäki","20100",1,4,1,1,1,0,0,0,"<a href='https://op-koti.fi/kohde/523053'>https://op-koti.fi/kohde/523053</a>"
"523237","Rivitalo","apartment",2,96059.5,97000,55,55,1763.63636363636,"Lohja","Lohja","Saukkola","09430",1,37,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/523237'>https://op-koti.fi/kohde/523237</a>"
"523218","Kerrostalo","apartment",2,67149.99,163700,52,52,3148.07692307692,"Rovaniemi","Rovaniemi","Viirinkangas","96300",2,6,0,1,1,0,0,0,"<a href='https://op-koti.fi/kohde/523218'>https://op-koti.fi/kohde/523218</a>"
"522999","Rivitalo","apartment",2,107009.31,109000,65,65,1676.92307692308,"Vihti","Vihti","Vihti kk","03400",0,39,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/522999'>https://op-koti.fi/kohde/522999</a>"
"522811","Luhtitalo","apartment",2,69000,69000,46.5,46.5,1483.87096774194,"Tornio","Tornio","Kalliopudas","95420",2,35,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/522811'>https://op-koti.fi/kohde/522811</a>"
"522528","Kerrostalo","apartment",2,127112.39,138000,57,57,2421.05263157895,"Lohja","Lohja","Ahtsalmi","08100",1,57,1,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/522528'>https://op-koti.fi/kohde/522528</a>"
"523373","Omakotitalo","apartment",4,49000,49000,106,153.5,319.218241042345,"Kajaani","Kajaani","Komiaho","87250",0,55,0,1,0,1,0,0,"<a href='https://op-koti.fi/kohde/523373'>https://op-koti.fi/kohde/523373</a>"
"523081","Rivitalo","apartment",2,68000,68000,60,60,1133.33333333333,"Savonlinna","Savonlinna","Rantakoivikko","57710",1,38,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/523081'>https://op-koti.fi/kohde/523081</a>"
"521949","Kerrostalo","apartment",2,75000,75000,44.5,44.5,1685.39325842697,"Jämsä","Jämsä","Vitikkala","42100",2,25,1,1,0,1,0,0,"<a href='https://op-koti.fi/kohde/521949'>https://op-koti.fi/kohde/521949</a>"
"694816","Kerrostalo","apartment",3,40551.94,52000,78,78,666.666666666667,"Äänekoski","Äänekoski","Keskusta","44100",3,51,1,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/694816'>https://op-koti.fi/kohde/694816</a>"
"523191","Kerrostalo","apartment",3,36000,36000,81,81,444.444444444444,"Sastamala","Sastamala","Pehula","32740",3,43,0,0,0,0,1,0,"<a href='https://op-koti.fi/kohde/523191'>https://op-koti.fi/kohde/523191</a>"
"523158","Kerrostalo","apartment",2,178350,269700,58,58,4650,"Naantali","Naantali","Keskusta","21100",3,2,1,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/523158'>https://op-koti.fi/kohde/523158</a>"
"523069","Kerrostalo","apartment",3,37000,37000,59,59,627.118644067797,"Keuruu","Keuruu","Terva","42700",3,54,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/523069'>https://op-koti.fi/kohde/523069</a>"
"523042","Kerrostalo","apartment",1,93000,93000,38,38,2447.36842105263,"Joensuu","Joensuu","Keskusta","80100",1,48,1,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/523042'>https://op-koti.fi/kohde/523042</a>"
"516755","Kerrostalo","apartment",2,256872.44,259000,64,64,4046.875,"Helsinki","Länsi-Helsinki","Lehtisaari","00340",1,55,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/516755'>https://op-koti.fi/kohde/516755</a>"
"523727","Omakotitalo","apartment",7,749000,749000,221,249,3008.03212851406,"Vantaa","Itä-Vantaa","Ruskeasanta","01390",0,18,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/523727'>https://op-koti.fi/kohde/523727</a>"
"523337","Rivitalo","apartment",6,145437.63,149000,159,159,937.106918238994,"Kuopio","Kuopio","Julkula","70260",1,44,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/523337'>https://op-koti.fi/kohde/523337</a>"
"523456","Kerrostalo","apartment",2,198000,198000,53,53,3735.84905660377,"Hyvinkää","Hyvinkää","Keskusta","05800",1,4,0,1,0,0,1,0,"<a href='https://op-koti.fi/kohde/523456'>https://op-koti.fi/kohde/523456</a>"
"523739","Rivitalo","apartment",3,77778.29,79000,83,83,951.807228915663,"Imatra","Imatra","Rajapatsas","55610",1,27,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/523739'>https://op-koti.fi/kohde/523739</a>"
"523568","Kerrostalo","apartment",2,20276.46,37000,37,37,1000,"Sodankylä","Sodankylä","Keskusta","99600",1,56,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/523568'>https://op-koti.fi/kohde/523568</a>"
"507127","Kerrostalo","apartment",3,57057.69,64900,59,59,1100,"Riihimäki","Riihimäki","Kara","11310",2,110,0,0,0,0,1,0,"<a href='https://op-koti.fi/kohde/507127'>https://op-koti.fi/kohde/507127</a>"
"523640","Omakotitalo","apartment",5,349000,349000,160,210,1661.90476190476,"Turku","Turku","Vasaramäki","20720",0,76,0,1,0,0,1,0,"<a href='https://op-koti.fi/kohde/523640'>https://op-koti.fi/kohde/523640</a>"
"523089","Kerrostalo","apartment",2,97000,97000,54,54,1796.2962962963,"Lapinlahti","Lapinlahti","Lapinlahti","73100",2,17,1,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/523089'>https://op-koti.fi/kohde/523089</a>"
"523390","Omakotitalo","apartment",4,164000,164000,139,156,1051.28205128205,"Mynämäki","Mynämäki","Mynämäki","23100",0,17,1,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/523390'>https://op-koti.fi/kohde/523390</a>"
"522804","Kerrostalo","apartment",3,99438,120000,72.5,72.5,1655.1724137931,"Hyvinkää","Hyvinkää","Vehkoja","05840",1,43,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/522804'>https://op-koti.fi/kohde/522804</a>"
"523677","Rivitalo","apartment",2,113685.96,118000,63,63,1873.01587301587,"Kangasala","Kangasala","Pikkola","36200",1,47,0,1,0,0,1,0,"<a href='https://op-koti.fi/kohde/523677'>https://op-koti.fi/kohde/523677</a>"
"523129","Kerrostalo","apartment",3,159000,159000,77,77,2064.93506493506,"Turku","Turku","Ruohonpää","20320",2,47,0,1,1,0,1,0,"<a href='https://op-koti.fi/kohde/523129'>https://op-koti.fi/kohde/523129</a>"
"522846","Omakotitalo","apartment",4,110000,110000,130,172,639.53488372093,"Kouvola","Kouvola","Elimäki","47200",0,72,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/522846'>https://op-koti.fi/kohde/522846</a>"
"522953","Omakotitalo","apartment",6,479000,479000,204.9,263.5,1817.83681214421,"Oulu","Oulu","Kuivasranta","90540",0,16,0,1,0,1,0,0,"<a href='https://op-koti.fi/kohde/522953'>https://op-koti.fi/kohde/522953</a>"
"523624","Omakotitalo","apartment",5,95000,95000,132,151,629.139072847682,"Hankasalmi","Hankasalmi","Pirttimäki","44320",0,45,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/523624'>https://op-koti.fi/kohde/523624</a>"
"523221","Kerrostalo","apartment",3,95779.69,127000,71,71,1788.7323943662,"Oulu","Oulu","Lintula","90150",3,55,0,0,0,0,1,0,"<a href='https://op-koti.fi/kohde/523221'>https://op-koti.fi/kohde/523221</a>"
"523703","Kerrostalo","apartment",6,178085.95,185000,118.5,118.5,1561.18143459916,"Pori","Pori","Keskusta","28100",2,58,1,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/523703'>https://op-koti.fi/kohde/523703</a>"
"523243","Omakotitalo","apartment",4,109000,109000,98,136,801.470588235294,"Sauvo","Sauvo","Sauvo","21570",0,61,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/523243'>https://op-koti.fi/kohde/523243</a>"
"523555","Omakotitalo","apartment",5,159000,159000,175,292,544.520547945206,"Äänekoski","Äänekoski","Keskusta","44100",0,69,1,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/523555'>https://op-koti.fi/kohde/523555</a>"
"522571","Luhtitalo","apartment",3,92180.02,99000,77,77,1285.71428571429,"Rovaniemi","Rovaniemi","Ounasrinne","96440",2,32,0,1,1,0,0,0,"<a href='https://op-koti.fi/kohde/522571'>https://op-koti.fi/kohde/522571</a>"
"523523","Kerrostalo","apartment",2,78063.74,149500,45,45,3322.22222222222,"Kuopio","Kuopio","Saaristokaupunki","70840",4,4,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/523523'>https://op-koti.fi/kohde/523523</a>"
"523328","Kerrostalo","apartment",2,68635,75100,48,48,1564.58333333333,"Hämeenlinna","Hämeenlinna","Kauriala","13130",3,64,0,0,1,0,0,0,"<a href='https://op-koti.fi/kohde/523328'>https://op-koti.fi/kohde/523328</a>"
"523308","Kerrostalo","apartment",4,150586.3,155000,90.5,90.5,1712.70718232044,"Järvenpää","Järvenpää","Keskusta","04400",2,43,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/523308'>https://op-koti.fi/kohde/523308</a>"
"522802","Rivitalo","apartment",1,52740.7,59000,34.2,34.2,1725.14619883041,"Lahti","Lahti","Riihelä","15840",1,44,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/522802'>https://op-koti.fi/kohde/522802</a>"
"508161","Omakotitalo","apartment",3,69000,69000,107,168,410.714285714286,"Ilmajoki","Ilmajoki","Pojanluoma","60760",0,69,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/508161'>https://op-koti.fi/kohde/508161</a>"
"516645","Kerrostalo","apartment",2,15695.86,32000,64.5,64.5,496.124031007752,"Pieksämäki","Pieksämäki","Keskusta","76100",1,58,1,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/516645'>https://op-koti.fi/kohde/516645</a>"
"515097","Rivitalo","apartment",1,10497.82,12900,32,32,403.125,"Imatra","Imatra","Virasoja","55700",1,50,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/515097'>https://op-koti.fi/kohde/515097</a>"
"523632","Kerrostalo","apartment",4,209000,209000,91.5,91.5,2284.15300546448,"Tampere","Etelä","Annala","33710",3,33,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/523632'>https://op-koti.fi/kohde/523632</a>"
"523319","Kerrostalo","apartment",2,37474.44,42500,60,60,708.333333333333,"Pori","Pori","Sampola","28370",4,46,0,0,1,0,0,0,"<a href='https://op-koti.fi/kohde/523319'>https://op-koti.fi/kohde/523319</a>"
"522387","Rivitalo","apartment",3,46000,46000,76.5,76.5,601.307189542484,"Kouvola","Kouvola","Anjala","46910",1,47,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/522387'>https://op-koti.fi/kohde/522387</a>"
"523528","Omakotitalo","apartment",4,169000,169000,119,175,965.714285714286,"Sotkamo","Sotkamo","Rauramo","88600",0,47,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/523528'>https://op-koti.fi/kohde/523528</a>"
"671827","Kerrostalo","apartment",3,57903.66,58000,71,71,816.901408450704,"Riihimäki","Riihimäki","Peltosaari","11130",0,45,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/671827'>https://op-koti.fi/kohde/671827</a>"
"522783","Kerrostalo","apartment",2,309000,309000,54.5,54.5,5669.7247706422,"Espoo","Leppävaara","Leppävaara","02650",3,4,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/522783'>https://op-koti.fi/kohde/522783</a>"
"521859","Rivitalo","apartment",2,98997,102000,48,48,2125,"Jyväskylä","Jyväskylä","Palokka/Ollila","40270",1,41,0,0,1,0,1,1,"<a href='https://op-koti.fi/kohde/521859'>https://op-koti.fi/kohde/521859</a>"
"516606","Kerrostalo","apartment",4,45000,45000,100,100,450,"Oulu","Oulu","Oulunsuu","90220",4,48,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/516606'>https://op-koti.fi/kohde/516606</a>"
"523045","Rivitalo","apartment",3,128849.57,138000,76,76,1815.78947368421,"Rovaniemi","Rovaniemi","Nivavaara","96910",1,30,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/523045'>https://op-koti.fi/kohde/523045</a>"
"509600","Kerrostalo","apartment",2,77000,77000,57,57,1350.87719298246,"Kajaani","Kajaani","Palokangas","87300",1,48,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/509600'>https://op-koti.fi/kohde/509600</a>"
"522643","Kerrostalo","apartment",2,79000,79000,57.5,57.5,1373.91304347826,"Seinäjoki","Seinäjoki","Jouppi","60320",2,41,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/522643'>https://op-koti.fi/kohde/522643</a>"
"523549","Rivitalo","apartment",1,54900,54900,40,40,1372.5,"Asikkala","Asikkala","Vääksy","17200",2,36,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/523549'>https://op-koti.fi/kohde/523549</a>"
"521695","Luhtitalo","apartment",2,97445.81,105000,45.5,45.5,2307.69230769231,"Seinäjoki","Seinäjoki","Hyllykallio","60510",2,15,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/521695'>https://op-koti.fi/kohde/521695</a>"
"523539","Omakotitalo","apartment",4,214000,214000,111,122,1754.09836065574,"Pori","Pori","Harmaalinna","28430",0,22,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/523539'>https://op-koti.fi/kohde/523539</a>"
"523636","Omakotitalo","apartment",3,72000,72000,85.2,113.9,632.133450395083,"Salo","Salo","Teijo","25570",0,58,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/523636'>https://op-koti.fi/kohde/523636</a>"
"523061","Omakotitalo","apartment",4,85000,85000,118.6,147.6,575.880758807588,"Tyrnävä","Tyrnävä","Keskusta","91800",0,44,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/523061'>https://op-koti.fi/kohde/523061</a>"
"523594","Kerrostalo","apartment",2,576681.44,579000,69,69,8391.30434782609,"Helsinki","Etelä-Helsinki","Etu-Töölö","00100",5,97,1,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/523594'>https://op-koti.fi/kohde/523594</a>"
"523406","Rivitalo","apartment",2,58851.55,59000,66,66,893.939393939394,"Juva","Juva","Ahola","51900",1,39,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/523406'>https://op-koti.fi/kohde/523406</a>"
"523189","Paritalo","apartment",3,215000,215000,80,140,1535.71428571429,"Kotka","Kotka","Katariina","48130",0,98,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/523189'>https://op-koti.fi/kohde/523189</a>"
"523476","Kerrostalo","apartment",6,390000,390000,129.5,129.5,3011.58301158301,"Pori","Pori","Keskusta","28100",6,21,1,0,1,0,1,1,"<a href='https://op-koti.fi/kohde/523476'>https://op-koti.fi/kohde/523476</a>"
"523491","Kerrostalo","apartment",3,204234.7,235000,77,77,3051.94805194805,"Helsinki","Itä-Helsinki","Myllypuro","00920",0,57,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/523491'>https://op-koti.fi/kohde/523491</a>"
"523234","Omakotitalo","apartment",3,49000,49000,100,191,256.544502617801,"Lieksa","Lieksa","Lieksa","81700",0,63,0,1,0,0,1,0,"<a href='https://op-koti.fi/kohde/523234'>https://op-koti.fi/kohde/523234</a>"
"523419","Luhtitalo","apartment",2,109134.89,112000,53,53,2113.20754716981,"Seinäjoki","Seinäjoki","Huhtala","60220",2,37,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/523419'>https://op-koti.fi/kohde/523419</a>"
"523085","Kerrostalo","apartment",2,137500,137500,53,53,2594.33962264151,"Joensuu","Joensuu","Keskusta","80100",3,56,1,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/523085'>https://op-koti.fi/kohde/523085</a>"
"522589","Kerrostalo","apartment",3,39500,39500,74,74,533.783783783784,"Pieksämäki","Pieksämäki","Keskusta","76100",1,48,1,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/522589'>https://op-koti.fi/kohde/522589</a>"
"523529","Rivitalo","apartment",2,118081.36,125000,44,44,2840.90909090909,"Jyväskylä","Jyväskylä","Ristonmaa","40500",1,13,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/523529'>https://op-koti.fi/kohde/523529</a>"
"522701","Kerrostalo","apartment",4,127180.27,140000,109,109,1284.40366972477,"Forssa","Forssa","Kuhala","30100",3,46,1,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/522701'>https://op-koti.fi/kohde/522701</a>"
"523025","Kerrostalo","apartment",3,57577.27,63000,67.8,67.8,929.203539823009,"Rovaniemi","Rovaniemi","Sahanperä","96910",1,50,0,0,1,0,0,0,"<a href='https://op-koti.fi/kohde/523025'>https://op-koti.fi/kohde/523025</a>"
"515212","Kerrostalo","apartment",2,120000,120000,57.9,57.9,2072.53886010363,"Tyrnävä","Tyrnävä","Keskusta","91800",3,17,0,1,1,0,0,0,"<a href='https://op-koti.fi/kohde/515212'>https://op-koti.fi/kohde/515212</a>"
"523567","Rivitalo","apartment",4,128000,128000,86.5,86.5,1479.76878612717,"Pori","Pori","Musa","28610",1,38,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/523567'>https://op-koti.fi/kohde/523567</a>"
"516290","Omakotitalo","apartment",7,369000,369000,261,378,976.190476190476,"Kangasala","Kangasala","Pikonkangas","36200",0,30,0,1,0,1,0,1,"<a href='https://op-koti.fi/kohde/516290'>https://op-koti.fi/kohde/516290</a>"
"523024","Kerrostalo","apartment",1,65000,65000,30,30,2166.66666666667,"Rovaniemi","Rovaniemi","Ahkiomaa","96300",2,47,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/523024'>https://op-koti.fi/kohde/523024</a>"
"523167","Kerrostalo","apartment",2,90649.61,96000,50,50,1920,"Hanko","Hanko","Keskusta","10900",1,58,0,0,1,0,0,0,"<a href='https://op-koti.fi/kohde/523167'>https://op-koti.fi/kohde/523167</a>"
"522301","Omakotitalo","apartment",5,168000,168000,100.6,171.5,979.591836734694,"Kajaani","Kajaani","Huuhkajanvaara","87700",0,31,0,1,0,1,0,0,"<a href='https://op-koti.fi/kohde/522301'>https://op-koti.fi/kohde/522301</a>"
"516159","Rivitalo","apartment",5,75000,75000,121,121,619.834710743802,"Kuhmo","Kuhmo","405 Korpisalmi","88900",0,44,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/516159'>https://op-koti.fi/kohde/516159</a>"
"523490","Kerrostalo","apartment",1,12156.15,26900,34.5,34.5,779.710144927536,"Sysmä","Sysmä","Skinnarila","19700",2,45,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/523490'>https://op-koti.fi/kohde/523490</a>"
"523538","Kerrostalo","apartment",2,134000,134000,59,59,2271.18644067797,"Ulvila","Ulvila","Friitala","28400",2,10,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/523538'>https://op-koti.fi/kohde/523538</a>"
"522133","Omakotitalo","apartment",4,149000,149000,148,177,841.80790960452,"Hankasalmi","Hankasalmi","Kirkonkylä","41520",0,84,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/522133'>https://op-koti.fi/kohde/522133</a>"
"523311","Rivitalo","vacationHousing",2,97974.04,103000,46,46,2239.13043478261,"Inari","Inari","Saariselkä","99830",1,41,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/523311'>https://op-koti.fi/kohde/523311</a>"
"522098","Kerrostalo","apartment",1,75000,75000,30,30,2500,"Lahti","Lahti","Keskusta","15110",5,75,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/522098'>https://op-koti.fi/kohde/522098</a>"
"687499","Kerrostalo","apartment",3,41370.69,49990,76.5,76.5,653.464052287582,"Riihimäki","Riihimäki","Peltosaari","11130",3,46,0,0,1,0,0,0,"<a href='https://op-koti.fi/kohde/687499'>https://op-koti.fi/kohde/687499</a>"
"522890","Rivitalo","apartment",2,127000,127000,67.5,67.5,1881.48148148148,"Keuruu","Keuruu","Lapinmäki","42700",1,15,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/522890'>https://op-koti.fi/kohde/522890</a>"
"523397","Kerrostalo","apartment",2,98000,98000,49.5,49.5,1979.79797979798,"Järvenpää","Järvenpää","Isokytö","04410",2,48,0,0,1,0,0,0,"<a href='https://op-koti.fi/kohde/523397'>https://op-koti.fi/kohde/523397</a>"
"522611","Kerrostalo","apartment",4,439000,439000,99.5,99.5,4412.06030150754,"Helsinki","Pohjois-Helsinki","Viikinmäki","00710",2,8,0,1,1,0,0,0,"<a href='https://op-koti.fi/kohde/522611'>https://op-koti.fi/kohde/522611</a>"
"522646","Luhtitalo","apartment",1,99000,99000,36,36,2750,"Joensuu","Joensuu","Hukanhauta","80230",2,8,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/522646'>https://op-koti.fi/kohde/522646</a>"
"516685","Rivitalo","apartment",1,103000,103000,33,33,3121.21212121212,"Jyväskylä","Jyväskylä","Kortesuo","40740",0,22,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/516685'>https://op-koti.fi/kohde/516685</a>"
"523119","Omakotitalo","apartment",6,369000,369000,153,187,1973.26203208556,"Vantaa","Itä-Vantaa","Korso","01450",0,55,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/523119'>https://op-koti.fi/kohde/523119</a>"
"523074","Kerrostalo","apartment",2,121745.32,179000,54,54,3314.81481481481,"Kuopio","Kuopio","Lehtoniemi","70840",4,3,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/523074'>https://op-koti.fi/kohde/523074</a>"
"522820","Omakotitalo","apartment",4,339000,339000,113,155,2187.09677419355,"Tampere","Itä","Olkahinen","33610",0,56,0,1,0,0,0,1,"<a href='https://op-koti.fi/kohde/522820'>https://op-koti.fi/kohde/522820</a>"
"523497","Kerrostalo","apartment",2,57514.29,59400,66,66,900,"Sastamala","Sastamala","Keskusta","38210",1,40,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/523497'>https://op-koti.fi/kohde/523497</a>"
