"id","listingType","featureGroups","numberOfRooms","price","debtFreePrice","livingArea","totalArea","pricePMsq","city","region","district","postalCode","floor","buildingAge","centrum","hasSauna","hasBalcony","hasParking","hasWalkInCloset","hasStorage","link"
"520701","Kerrostalo","apartment",1,91142.81,93000,39.5,39.5,2354.43037974684,"Hyvinkää","Hyvinkää","Parantola","05900",2,36,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/520701'>https://op-koti.fi/kohde/520701</a>"
"520616","Kerrostalo","apartment",3,102000,102000,87,87,1172.41379310345,"Sastamala","Sastamala","Keskusta","38200",1,63,0,0,0,0,1,0,"<a href='https://op-koti.fi/kohde/520616'>https://op-koti.fi/kohde/520616</a>"
"520005","Kerrostalo","apartment",4,66258.2,69000,108,108,638.888888888889,"Kuopio","Kuopio","Saarijärvi A","70500",2,52,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/520005'>https://op-koti.fi/kohde/520005</a>"
"520375","Kerrostalo","apartment",4,83376.05,110000,92,92,1195.65217391304,"Tornio","Tornio","Keskusta","95400",3,49,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/520375'>https://op-koti.fi/kohde/520375</a>"
"520624","Kerrostalo","apartment",4,89000,89000,88,88,1011.36363636364,"Laitila","Laitila","Tiililä","23800",3,49,0,1,1,0,1,0,"<a href='https://op-koti.fi/kohde/520624'>https://op-koti.fi/kohde/520624</a>"
"513168","Omakotitalo","apartment",5,264000,264000,127,140,1885.71428571429,"Janakkala","Janakkala","Tervakoski, Tammiranta","12400",0,19,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/513168'>https://op-koti.fi/kohde/513168</a>"
"520526","Kerrostalo","apartment",2,68500,68500,60.5,60.5,1132.23140495868,"Kuopio","Kuopio","Puijonlaakso","70200",5,54,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/520526'>https://op-koti.fi/kohde/520526</a>"
"520767","Kerrostalo","apartment",4,58524.54,73900,86,86,859.302325581395,"Uusikaupunki","Uusikaupunki","Santtio","23500",4,48,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/520767'>https://op-koti.fi/kohde/520767</a>"
"520690","Kerrostalo","apartment",2,69000,69000,53,53,1301.88679245283,"Hyvinkää","Hyvinkää","Tehdas","05820",1,55,0,0,0,0,1,0,"<a href='https://op-koti.fi/kohde/520690'>https://op-koti.fi/kohde/520690</a>"
"519307","Omakotitalo","apartment",4,189000,189000,126,139,1359.71223021583,"Nurmijärvi","Nurmijärvi","Kirkonkylä","01900",0,72,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/519307'>https://op-koti.fi/kohde/519307</a>"
"520543","Luhtitalo","apartment",1,151641.56,189000,45,45,4200,"Helsinki","Länsi-Helsinki","Pitäjänmäki","00370",1,60,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/520543'>https://op-koti.fi/kohde/520543</a>"
"520562","Rivitalo","apartment",2,94800,94800,61,61,1554.09836065574,"Oulu","Oulu","Haapalehto","90650",1,47,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/520562'>https://op-koti.fi/kohde/520562</a>"
"520764","Kerrostalo","apartment",2,24532.95,34000,60,60,566.666666666667,"Jyväskylä","Jyväskylä","Sulku","40340",3,42,0,0,1,0,0,0,"<a href='https://op-koti.fi/kohde/520764'>https://op-koti.fi/kohde/520764</a>"
"520720","Kerrostalo","apartment",2,25094.4,45000,59,59,762.71186440678,"Seinäjoki","Seinäjoki","Pohja","60120",3,49,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/520720'>https://op-koti.fi/kohde/520720</a>"
"520159","Omakotitalo","apartment",5,385000,385000,169,210,1833.33333333333,"Jyväskylä","Jyväskylä","Palokka","40270",0,14,0,1,0,0,0,1,"<a href='https://op-koti.fi/kohde/520159'>https://op-koti.fi/kohde/520159</a>"
"520414","Kerrostalo","apartment",2,90077.49,179500,53.5,53.5,3355.14018691589,"Iisalmi","Iisalmi","keskusta","74100",3,2,1,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/520414'>https://op-koti.fi/kohde/520414</a>"
"520374","Luhtitalo","apartment",3,62945.13,64000,64,64,1000,"Vaasa","Vaasa","Ristinummi","65370",1,47,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/520374'>https://op-koti.fi/kohde/520374</a>"
"520791","Kerrostalo","apartment",2,57685.47,59500,54,54,1101.85185185185,"Pori","Pori","Uusikoivisto","28130",5,50,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/520791'>https://op-koti.fi/kohde/520791</a>"
"520578","Kerrostalo","apartment",2,9000,9000,66,66,136.363636363636,"Savonlinna","Savonlinna","Savonranta","58300",3,66,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/520578'>https://op-koti.fi/kohde/520578</a>"
"520356","Kerrostalo","apartment",2,71096.49,178000,52,52,3423.07692307692,"Seinäjoki","Seinäjoki","Hallila","60200",4,4,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/520356'>https://op-koti.fi/kohde/520356</a>"
"520248","Kerrostalo","apartment",2,204577.81,205000,58,58,3534.48275862069,"Oulu","Oulu","Keskusta","90100",2,14,1,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/520248'>https://op-koti.fi/kohde/520248</a>"
"520143","Kerrostalo","apartment",3,187477.38,220000,72.5,72.5,3034.48275862069,"Helsinki","Länsi-Helsinki","Lassila","00440",2,41,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/520143'>https://op-koti.fi/kohde/520143</a>"
"520665","Rivitalo","apartment",2,52000,52000,50,50,1040,"Muhos","Muhos","Keskusta","91500",0,54,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/520665'>https://op-koti.fi/kohde/520665</a>"
"520142","Omakotitalo","apartment",4,87000,87000,105.5,152,572.368421052632,"Tornio","Tornio","Kukkola","95520",0,42,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/520142'>https://op-koti.fi/kohde/520142</a>"
"520339","Kerrostalo","apartment",2,25000,25000,56.5,56.5,442.477876106195,"Pieksämäki","Pieksämäki","Keskusta","76100",1,55,1,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/520339'>https://op-koti.fi/kohde/520339</a>"
"520287","Rivitalo","apartment",2,79662.55,82000,60.5,60.5,1355.37190082645,"Tornio","Tornio","Kiviranta","95410",0,33,0,1,0,0,0,1,"<a href='https://op-koti.fi/kohde/520287'>https://op-koti.fi/kohde/520287</a>"
"513977","Omakotitalo","apartment",4,30000,30000,109.6,134.6,222.882615156018,"Kajaani","Kajaani","Kättö","87250",0,67,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/513977'>https://op-koti.fi/kohde/513977</a>"
"520426","Rivitalo","apartment",2,65000,65000,63,63,1031.74603174603,"Seinäjoki","Seinäjoki","Ylistaro, Kaukola","61400",0,35,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/520426'>https://op-koti.fi/kohde/520426</a>"
"520688","Kerrostalo","apartment",2,74000,74000,50,50,1480,"Jämsä","Jämsä","Jämsänkoski keskusta","42300",3,14,0,1,1,0,0,0,"<a href='https://op-koti.fi/kohde/520688'>https://op-koti.fi/kohde/520688</a>"
"520415","Rivitalo","apartment",2,125000,125000,59,59,2118.64406779661,"Janakkala","Janakkala","Turenki","14200",0,11,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/520415'>https://op-koti.fi/kohde/520415</a>"
"520308","Kerrostalo","apartment",3,68384.38,69000,66.5,66.5,1037.59398496241,"Kuopio","Kuopio","Inkilänmäki","70340",5,49,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/520308'>https://op-koti.fi/kohde/520308</a>"
"520147","Luhtitalo","apartment",3,20771.97,79000,62,62,1274.1935483871,"Kuopio","Kuopio","Pitkälahti","70820",2,35,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/520147'>https://op-koti.fi/kohde/520147</a>"
"520752","Omakotitalo","apartment",5,59000,59000,143,143,412.587412587413,"Pori","Pori","Kokemäensaari","28760",0,82,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/520752'>https://op-koti.fi/kohde/520752</a>"
"520654","Kerrostalo","apartment",2,33000,33000,47.5,47.5,694.736842105263,"Virrat","Virrat","Keskusta","34800",3,56,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/520654'>https://op-koti.fi/kohde/520654</a>"
"520401","Kerrostalo","apartment",4,680000,680000,121,121,5619.8347107438,"Lahti","Lahti","Keskusta","15110",7,8,0,1,1,0,0,0,"<a href='https://op-koti.fi/kohde/520401'>https://op-koti.fi/kohde/520401</a>"
"520715","Rivitalo","apartment",4,149437.92,154000,94.5,94.5,1629.62962962963,"Valkeakoski","Valkeakoski","Roukonperä","37630",1,42,0,1,0,0,0,1,"<a href='https://op-koti.fi/kohde/520715'>https://op-koti.fi/kohde/520715</a>"
"520698","Kerrostalo","apartment",2,36352.66,44000,58.5,58.5,752.136752136752,"Rauma","Rauma","Lajo","26100",4,47,1,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/520698'>https://op-koti.fi/kohde/520698</a>"
"513787","Kerrostalo","apartment",1,40667.12,118000,34,34,3470.58823529412,"Riihimäki","Riihimäki","Keskusta","11130",3,4,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/513787'>https://op-koti.fi/kohde/513787</a>"
"520367","Rivitalo","apartment",4,403695.63,549000,121.5,121.5,4518.51851851852,"Espoo","Leppävaara","Karakallio","02620",0,41,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/520367'>https://op-koti.fi/kohde/520367</a>"
"684300","Paritalo","apartment",3,69000,69000,80,100,690,"Raasepori","Raasepori","Åminnefors","10410",0,75,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/684300'>https://op-koti.fi/kohde/684300</a>"
"519977","Rivitalo","apartment",3,27828.88,32500,78,78,416.666666666667,"Kemi","Kemi","Siikakangas","94700",1,54,0,0,1,0,0,0,"<a href='https://op-koti.fi/kohde/519977'>https://op-koti.fi/kohde/519977</a>"
"520395","Kerrostalo","apartment",2,48000,48000,45,45,1066.66666666667,"Vaasa","Vaasa","Haapaniemi","65370",1,65,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/520395'>https://op-koti.fi/kohde/520395</a>"
"513697","Rivitalo","apartment",2,69500,69500,45,45,1544.44444444444,"Jyväskylä","Jyväskylä","Korpilahti","41800",1,37,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/513697'>https://op-koti.fi/kohde/513697</a>"
"520660","Kerrostalo","apartment",2,42226.71,46000,46,46,1000,"Kemi","Kemi","Sauvosaari","94100",2,69,1,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/520660'>https://op-koti.fi/kohde/520660</a>"
"520311","Kerrostalo","apartment",2,149000,149000,45.5,45.5,3274.72527472527,"Kuopio","Kuopio","Pihlajalaakso","70340",2,10,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/520311'>https://op-koti.fi/kohde/520311</a>"
"520208","Rivitalo","apartment",3,41571.97,46000,74,74,621.621621621622,"Leppävirta","Leppävirta","Kirkonkylä","79100",1,48,1,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/520208'>https://op-koti.fi/kohde/520208</a>"
"505218","Rivitalo","apartment",2,110055.28,127000,63,63,2015.87301587302,"Jyväskylä","Jyväskylä","Keljonkangas","40530",1,39,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/505218'>https://op-koti.fi/kohde/505218</a>"
"520658","Kerrostalo","apartment",3,74000,74000,67.3,67.3,1099.55423476969,"Uusikaupunki","Uusikaupunki","Pietola","23500",4,57,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/520658'>https://op-koti.fi/kohde/520658</a>"
"520488","Rivitalo","apartment",2,28743.88,34000,45,45,755.555555555556,"Juva","Juva","Keskusta","51900",1,44,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/520488'>https://op-koti.fi/kohde/520488</a>"
"520511","Kerrostalo","apartment",1,10000,10000,29.5,29.5,338.983050847458,"Kemi","Kemi","Rytikari","94830",2,59,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/520511'>https://op-koti.fi/kohde/520511</a>"
"520603","Omakotitalo","apartment",3,68000,68000,78,78,871.794871794872,"Ähtäri","Ähtäri","Inha","63920",0,92,0,1,0,0,1,0,"<a href='https://op-koti.fi/kohde/520603'>https://op-koti.fi/kohde/520603</a>"
"513090","Kerrostalo","apartment",5,104100,144000,88,88,1636.36363636364,"Oulu","Oulu","Tuira","90500",3,58,0,0,1,0,1,0,"<a href='https://op-koti.fi/kohde/513090'>https://op-koti.fi/kohde/513090</a>"
"694278","Rivitalo","apartment",4,80000,80000,91,91,879.120879120879,"Sastamala","Sastamala","Mouhijärvi","38460",1,43,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/694278'>https://op-koti.fi/kohde/694278</a>"
"520595","Omakotitalo","apartment",5,30000,30000,133,157.5,190.47619047619,"Kemi","Kemi","Tervaharju","94700",0,48,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/520595'>https://op-koti.fi/kohde/520595</a>"
"520449","Kerrostalo","apartment",1,32000,32000,33,33,969.69696969697,"Kotka","Kotka","Hovila","48700",3,50,0,0,1,0,0,0,"<a href='https://op-koti.fi/kohde/520449'>https://op-koti.fi/kohde/520449</a>"
"520215","Kerrostalo","apartment",1,29175.4,32000,34,34,941.176470588235,"Kouvola","Kouvola","Puistomaa (Kuusankoski)","45700",1,42,0,0,1,0,1,0,"<a href='https://op-koti.fi/kohde/520215'>https://op-koti.fi/kohde/520215</a>"
"520618","Omakotitalo","apartment",4,54000,54000,100,180,300,"Virolahti","Virolahti","Koivuniemi","49900",0,65,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/520618'>https://op-koti.fi/kohde/520618</a>"
"519575","Kerrostalo","apartment",1,42603.77,63000,33.5,33.5,1880.59701492537,"Kangasala","Kangasala","Suorama","36220",2,48,0,0,1,0,1,0,"<a href='https://op-koti.fi/kohde/519575'>https://op-koti.fi/kohde/519575</a>"
"513471","Kerrostalo","apartment",2,63000,63000,50.5,50.5,1247.52475247525,"Pori","Pori","Musa","28610",2,57,0,0,1,0,1,0,"<a href='https://op-koti.fi/kohde/513471'>https://op-koti.fi/kohde/513471</a>"
"520152","Omakotitalo","apartment",5,277000,277000,155,188,1473.40425531915,"Kuopio","Kuopio","Pajulahti","73360",0,10,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/520152'>https://op-koti.fi/kohde/520152</a>"
"519822","Kerrostalo","apartment",1,59000,59000,42,42,1404.7619047619,"Nurmijärvi","Nurmijärvi","Rajamäki","05200",2,56,0,0,0,0,1,0,"<a href='https://op-koti.fi/kohde/519822'>https://op-koti.fi/kohde/519822</a>"
"520353","Kerrostalo","apartment",2,74578.5,96000,62,62,1548.38709677419,"Kokkola","Kokkola","Kiviniitty","67200",2,56,0,0,1,0,0,0,"<a href='https://op-koti.fi/kohde/520353'>https://op-koti.fi/kohde/520353</a>"
"520345","Kerrostalo","apartment",3,27500,27500,82,82,335.365853658537,"Pieksämäki","Pieksämäki","Keskusta","76100",3,49,1,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/520345'>https://op-koti.fi/kohde/520345</a>"
"520507","Kerrostalo","apartment",1,12000,12000,25,25,480,"Kemi","Kemi","Rytikari","94830",2,60,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/520507'>https://op-koti.fi/kohde/520507</a>"
"520371","Kerrostalo","apartment",2,24500,24500,54,54,453.703703703704,"Pieksämäki","Pieksämäki","Yläristi","76150",3,50,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/520371'>https://op-koti.fi/kohde/520371</a>"
"519844","Rivitalo","apartment",3,127218.13,129000,79.5,79.5,1622.64150943396,"Kuopio","Kuopio","Päiväranta","70420",1,40,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/519844'>https://op-koti.fi/kohde/519844</a>"
"520167","Kerrostalo","apartment",1,95000,95000,33,33,2878.78787878788,"Sipoo","Sipoo","Nikkilä","04130",3,45,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/520167'>https://op-koti.fi/kohde/520167</a>"
"520071","Kerrostalo","apartment",2,100124.19,135000,53.4,53.4,2528.08988764045,"Lappeenranta","Lappeenranta","Kimpinen","53100",2,57,1,0,1,0,0,0,"<a href='https://op-koti.fi/kohde/520071'>https://op-koti.fi/kohde/520071</a>"
"687075","Omakotitalo","apartment",4,86000,86000,98.5,188.5,456.233421750663,"Rauma","Rauma","Paroalho","26660",0,60,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/687075'>https://op-koti.fi/kohde/687075</a>"
"513415","Kerrostalo","apartment",2,51200,51200,58.5,58.5,875.213675213675,"Rauma","Rauma","Kourujärvi","26660",2,44,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/513415'>https://op-koti.fi/kohde/513415</a>"
"509578","Kerrostalo","apartment",3,12721,39000,73,73,534.246575342466,"Pieksämäki","Pieksämäki","Yläristi","76150",1,59,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/509578'>https://op-koti.fi/kohde/509578</a>"
"695945","Rivitalo","apartment",5,146000,146000,130,130,1123.07692307692,"Kajaani","Kajaani","Karolineburg","87200",1,44,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/695945'>https://op-koti.fi/kohde/695945</a>"
"520473","Kerrostalo","apartment",2,15219,20000,59,59,338.983050847458,"Kotka","Kotka","Ruonala","48350",2,56,0,0,1,0,0,0,"<a href='https://op-koti.fi/kohde/520473'>https://op-koti.fi/kohde/520473</a>"
"516731","Kerrostalo","apartment",3,126796.31,135000,77,77,1753.24675324675,"Rovaniemi","Rovaniemi","Rantavitikka","96300",4,42,0,0,1,0,0,0,"<a href='https://op-koti.fi/kohde/516731'>https://op-koti.fi/kohde/516731</a>"
"520494","Kerrostalo","apartment",2,85972.59,93000,54.5,54.5,1706.42201834862,"Tampere","Länsi","Kalkku","33330",2,54,0,0,1,0,1,0,"<a href='https://op-koti.fi/kohde/520494'>https://op-koti.fi/kohde/520494</a>"
"519959","Omakotitalo","apartment",4,65000,65000,100,250,260,"Kurikka","Kurikka","Ylivalli","61730",0,48,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/519959'>https://op-koti.fi/kohde/519959</a>"
"519950","Kerrostalo","apartment",2,58129.9,62000,57,57,1087.71929824561,"Iisalmi","Iisalmi","keskusta","74100",3,42,1,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/519950'>https://op-koti.fi/kohde/519950</a>"
"520088","Omakotitalo","apartment",4,175000,175000,117,163,1073.61963190184,"Kaarina","Kaarina","Piikkiö","21500",0,53,0,1,0,1,0,1,"<a href='https://op-koti.fi/kohde/520088'>https://op-koti.fi/kohde/520088</a>"
"520294","Rivitalo","apartment",2,34511.22,39500,44.5,44.5,887.640449438202,"Salo","Salo","Kiikala","25390",1,39,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/520294'>https://op-koti.fi/kohde/520294</a>"
"520217","Kerrostalo","apartment",3,109000,109000,77,77,1415.58441558442,"Hyvinkää","Hyvinkää","Vieremä","05900",3,55,0,0,1,0,0,0,"<a href='https://op-koti.fi/kohde/520217'>https://op-koti.fi/kohde/520217</a>"
"520080","Kerrostalo","apartment",3,136460.52,139000,61,61,2278.68852459016,"Mikkeli","Mikkeli","Keskusta","50100",2,44,1,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/520080'>https://op-koti.fi/kohde/520080</a>"
"520274","Rivitalo","apartment",2,19882.26,25000,61,61,409.83606557377,"Joutsa","Joutsa","Jousa","19650",0,46,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/520274'>https://op-koti.fi/kohde/520274</a>"
"505514","Kerrostalo","apartment",2,123584.66,129000,45,45,2866.66666666667,"Kuopio","Kuopio","Linnanpelto","70300",2,92,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/505514'>https://op-koti.fi/kohde/505514</a>"
"520110","Kerrostalo","apartment",4,341516.84,348000,88.5,88.5,3932.20338983051,"Tampere","Keskusta","Tammela","33100",5,40,1,1,1,0,1,0,"<a href='https://op-koti.fi/kohde/520110'>https://op-koti.fi/kohde/520110</a>"
"519297","Omakotitalo","apartment",7,419000,419000,286,393,1066.15776081425,"Kuopio","Kuopio","Pirtti","70820",0,21,0,1,0,1,0,1,"<a href='https://op-koti.fi/kohde/519297'>https://op-koti.fi/kohde/519297</a>"
"520101","Kerrostalo","apartment",1,20196.91,23000,40,40,575,"Kärkölä","Kärkölä","Järvelä","16600",1,68,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/520101'>https://op-koti.fi/kohde/520101</a>"
"520278","Rivitalo","apartment",4,127498.2,129000,103,103,1252.42718446602,"Seinäjoki","Seinäjoki","Kapernaumi","60100",1,39,1,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/520278'>https://op-koti.fi/kohde/520278</a>"
"520329","Kerrostalo","apartment",2,84327.01,117000,53,53,2207.54716981132,"Lempäälä","Lempäälä","Keskusta","37500",1,57,0,0,1,0,0,0,"<a href='https://op-koti.fi/kohde/520329'>https://op-koti.fi/kohde/520329</a>"
"519987","Kerrostalo","apartment",2,44001.83,64000,60.5,60.5,1057.85123966942,"Ulvila","Ulvila","Nahkuri","28400",3,46,0,0,1,0,1,0,"<a href='https://op-koti.fi/kohde/519987'>https://op-koti.fi/kohde/519987</a>"
"520267","Kerrostalo","apartment",2,80000,96905,48,48,2018.85416666667,"Oulu","Oulu","Länsi-Tuira","90500",2,37,0,0,1,0,0,0,"<a href='https://op-koti.fi/kohde/520267'>https://op-koti.fi/kohde/520267</a>"
"520280","Kerrostalo","apartment",3,44000,44000,76,76,578.947368421053,"Kotka","Kotka","Hovila","48700",3,50,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/520280'>https://op-koti.fi/kohde/520280</a>"
"690536","Omakotitalo","apartment",4,198000,198000,186,218,908.256880733945,"Kemiönsaari","Kemiönsaari","Paiböle","25700",0,36,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/690536'>https://op-koti.fi/kohde/690536</a>"
"520455","Omakotitalo","apartment",4,169000,169000,115,170,994.117647058824,"Rauma","Rauma","Paroalho","26660",0,56,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/520455'>https://op-koti.fi/kohde/520455</a>"
"520480","Rivitalo","apartment",1,27000,27000,30,30,900,"Jyväskylä","Jyväskylä","Korpilahti","41800",0,47,0,0,0,0,0,1,"<a href='https://op-koti.fi/kohde/520480'>https://op-koti.fi/kohde/520480</a>"
"674116","Rivitalo","apartment",3,45000,45000,68.9,68.9,653.120464441219,"Iisalmi","Iisalmi","Iisalmi","74130",0,58,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/674116'>https://op-koti.fi/kohde/674116</a>"
"520061","Kerrostalo","apartment",1,59500,59500,35.5,35.5,1676.05633802817,"Joensuu","Joensuu","Niinivaara","80200",1,37,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/520061'>https://op-koti.fi/kohde/520061</a>"
"679786","Rivitalo","apartment",2,59000,59000,63,63,936.507936507937,"Kemi","Kemi","Torvinen","94200",1,35,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/679786'>https://op-koti.fi/kohde/679786</a>"
"520331","Kerrostalo","apartment",3,110000,147851,75,75,1971.34666666667,"Nurmijärvi","Nurmijärvi","Klaukkala","01800",4,44,0,0,0,0,1,0,"<a href='https://op-koti.fi/kohde/520331'>https://op-koti.fi/kohde/520331</a>"
"653182","Rivitalo","apartment",2,62075.01,65000,61,61,1065.5737704918,"Keminmaa","Keminmaa","Jokisuu","94450",1,39,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/653182'>https://op-koti.fi/kohde/653182</a>"
"519830","Omakotitalo","apartment",4,115000,115000,89,172,668.604651162791,"Lahti","Lahti","Pirttiharju","15840",0,54,0,1,0,1,0,1,"<a href='https://op-koti.fi/kohde/519830'>https://op-koti.fi/kohde/519830</a>"
"520149","Paritalo","apartment",5,428000,428000,168,168,2547.61904761905,"Vantaa","Itä-Vantaa","Ruskeasanta","01390",1,31,0,1,0,0,0,1,"<a href='https://op-koti.fi/kohde/520149'>https://op-koti.fi/kohde/520149</a>"
"519831","Kerrostalo","apartment",3,72279.51,78000,72.5,72.5,1075.86206896552,"Lahti","Lahti","Mukkula","15240",5,55,0,0,1,0,0,0,"<a href='https://op-koti.fi/kohde/519831'>https://op-koti.fi/kohde/519831</a>"
"518852","Omakotitalo","apartment",4,115000,115000,70,150,766.666666666667,"Sauvo","Sauvo","Sauvo","21570",0,72,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/518852'>https://op-koti.fi/kohde/518852</a>"
"503564","Kerrostalo","apartment",3,109000,165142.06,72,72,2293.63972222222,"Nurmijärvi","Nurmijärvi","Kirkonkylä","01900",1,43,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/503564'>https://op-koti.fi/kohde/503564</a>"
"518481","Kerrostalo","apartment",3,264161.03,297000,64,64,4640.625,"Tampere","Keskusta","Keskusta","33100",3,50,1,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/518481'>https://op-koti.fi/kohde/518481</a>"
"512418","Kerrostalo","apartment",3,66000,66000,76.5,76.5,862.745098039216,"Sastamala","Sastamala","Varila","38200",3,47,0,0,1,0,0,0,"<a href='https://op-koti.fi/kohde/512418'>https://op-koti.fi/kohde/512418</a>"
"520058","Rivitalo","apartment",3,152924.19,159000,80,80,1987.5,"Hämeenlinna","Hämeenlinna","Voutila","13500",1,29,0,1,0,0,1,0,"<a href='https://op-koti.fi/kohde/520058'>https://op-koti.fi/kohde/520058</a>"
"520404","Rivitalo","apartment",5,74900,74900,120,120,624.166666666667,"Liminka","Liminka","Keskusta","91900",1,47,0,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/520404'>https://op-koti.fi/kohde/520404</a>"
"520341","Rivitalo","apartment",3,72337.22,79000,77,77,1025.97402597403,"Säkylä","Säkylä","Keskusta","27800",1,39,0,1,0,1,0,0,"<a href='https://op-koti.fi/kohde/520341'>https://op-koti.fi/kohde/520341</a>"
"519466","Rivitalo","apartment",2,98000,98000,61,61,1606.55737704918,"Mynämäki","Mynämäki","Mietoinen","23140",0,44,0,1,0,0,1,0,"<a href='https://op-koti.fi/kohde/519466'>https://op-koti.fi/kohde/519466</a>"
"520284","Kerrostalo","apartment",3,104150.71,127000,72.5,72.5,1751.72413793103,"Kerava","Kerava","Kurkela","04230",1,49,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/520284'>https://op-koti.fi/kohde/520284</a>"
"520076","Kerrostalo","apartment",2,101327.58,135000,42,42,3214.28571428571,"Forssa","Forssa","Keskusta","30100",6,8,1,1,0,0,0,0,"<a href='https://op-koti.fi/kohde/520076'>https://op-koti.fi/kohde/520076</a>"
"520268","Kerrostalo","apartment",3,94000,94000,81.5,81.5,1153.37423312883,"Raasepori","Raasepori","Karjaa","10300",4,48,0,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/520268'>https://op-koti.fi/kohde/520268</a>"
"519518","Kerrostalo","apartment",4,50112.63,106000,84,84,1261.90476190476,"Savonlinna","Savonlinna","Keskusta","57100",3,55,1,0,0,0,0,0,"<a href='https://op-koti.fi/kohde/519518'>https://op-koti.fi/kohde/519518</a>"
"520083","Rivitalo","apartment",2,84011.66,88000,62.5,62.5,1408,"Laitila","Laitila","Keskusta","23800",0,36,0,1,0,1,1,1,"<a href='https://op-koti.fi/kohde/520083'>https://op-koti.fi/kohde/520083</a>"
