id,listingType,floor,numberOfRooms,price,debtFreePrice,city,region,district,postalCode,livingArea,totalArea,buildingAge,centrum,hasSauna,hasBalcony,hasParking,hasWalkInCloset,hasStorageRoom
624174,Rivitalo,0,2,42900.0,42900.0,Kokemäki,Kokemäki,Peipohja,32810,60.0,60.0,43.0,0,1,0,1,0,0
510868,Omakotitalo,0,4,248000.0,248000.0,Pieksämäki,Pieksämäki,Kontiomäki,76100,102.0,160.4,14.0,1,1,0,0,0,0
510613,Omakotitalo,0,4,160000.0,160000.0,Rovaniemi,Rovaniemi,Saarenkylä,96900,120.0,148.0,38.0,0,1,0,0,0,1
510046,Kerrostalo,6,1,169000.0,169000.0,Helsinki,Etelä-Helsinki,Pasila,00520,27.5,27.5,45.0,0,0,0,0,0,0
502653,Rivitalo,1,6,189000.0,189000.0,Kuopio,Kuopio,Puijonlaakso,70200,143.0,154.0,44.0,0,0,0,0,0,0
501085,Omakotitalo,0,5,150000.0,150000.0,Heinola,Heinola,Pyhätön,18100,155.0,235.0,56.0,1,1,0,1,0,0
501165,Kerrostalo,2,1,49500.0,49500.0,Iisalmi,Iisalmi,keskusta,74100,35.0,35.0,64.0,1,0,0,0,0,0
691665,Omakotitalo,0,4,465000.0,465000.0,Pälkäne,Pälkäne,Kantola,36600,120.0,120.0,42.0,0,1,0,1,0,0
692658,Rivitalo,1,2,69500.0,69500.0,Kokemäki,Kokemäki,Pyhänkorva,32800,56.0,56.0,15.0,0,1,0,0,0,0
500975,Kerrostalo,2,3,152000.0,152000.0,Savonlinna,Savonlinna,Heikinpohja,57100,76.0,76.0,17.0,1,1,1,0,0,0
501090,Omakotitalo,0,4,84000.0,84000.0,Pori,Pori,Reposaari,28900,99.0,99.0,72.0,0,1,0,0,0,0
511141,Omakotitalo,0,3,85000.0,85000.0,Simo,Simo,Simoniemi,95220,96.0,108.0,39.0,0,1,0,0,0,0
669097,Kerrostalo,3,4,21130.27,33000.0,Jämsä,Jämsä,Längelmäki,35400,94.0,94.0,47.0,0,0,0,0,0,0
510903,Paritalo,1,2,59000.0,59000.0,Muurame,Muurame,Kinkomaa,40930,61.0,61.0,45.0,0,1,0,0,0,1
511054,Rivitalo,1,3,145000.0,145000.0,Seinäjoki,Seinäjoki,Jouppi,60320,73.5,73.5,16.0,0,1,0,0,0,0
511204,Luhtitalo,1,2,25000.0,25000.0,Sysmä,Sysmä,Skinnarila,19700,48.5,48.5,38.0,0,0,0,0,0,0
510456,Rivitalo,1,2,99671.7,110000.0,Seinäjoki,Seinäjoki,Jouppi,60320,48.5,48.5,16.0,0,1,0,0,0,0
509971,Rivitalo,1,2,99671.7,110000.0,Seinäjoki,Seinäjoki,Jouppi,60320,48.5,48.5,16.0,0,1,0,0,0,0
501623,Omakotitalo,0,7,450000.0,450000.0,Lahti,Lahti,Jalkaranta,15950,240.0,360.0,51.0,0,1,1,0,0,0
500967,Kerrostalo,2,2,44727.22,71000.0,Lahti,Lahti,Möysä,15170,45.5,45.5,47.0,0,0,1,0,0,0
501746,Kerrostalo,3,1,20978.84,34000.0,Kemi,Kemi,Sauvosaari,94100,31.0,31.0,59.0,1,0,0,0,0,0
674957,Omakotitalo,0,5,167000.0,167000.0,Keuruu,Keuruu,Kivelä,42700,176.0,246.0,40.0,0,1,0,0,0,0
510711,Rivitalo,0,2,124000.0,124000.0,Kangasniemi,Kangasniemi,Kangasniemi,51200,54.5,54.5,13.0,0,1,0,0,0,0
500816,Rivitalo,1,2,69000.0,69000.0,Raasepori,Raasepori,Bromarv,10570,52.5,52.5,36.0,0,0,0,0,0,0
511061,Omakotitalo,0,4,286000.0,286000.0,Ylöjärvi,Ylöjärvi,Vahanta,33480,120.0,120.0,15.0,0,1,0,0,0,0
510970,Rivitalo,1,5,575000.0,575000.0,Helsinki,Itä-Helsinki,Laajasalo,00840,154.0,154.0,32.0,0,1,0,1,0,0
500988,Rivitalo,1,3,124000.0,124000.0,Pöytyä,Pöytyä,Riihikoski,21870,74.2,74.2,15.0,0,1,0,0,1,0
500703,Kerrostalo,3,4,772000.0,772000.0,Pori,Pori,Keskusta,28100,149.0,149.0,5.0,1,1,1,0,1,0
508832,Omakotitalo,0,5,469000.0,469000.0,Nurmijärvi,Nurmijärvi,Raala,01900,156.0,191.0,16.0,0,1,0,1,0,0
511039,Kerrostalo,2,1,90630.64,94000.0,Jyväskylä,Jyväskylä,Keskusta,40100,32.5,32.5,42.0,1,0,1,0,0,0
510057,Kerrostalo,6,3,29500.0,29500.0,Varkaus,Varkaus,Joutenlahti,78200,76.5,76.5,44.0,0,0,1,0,0,0
511201,Kerrostalo,3,2,86000.0,86000.0,Hyvinkää,Hyvinkää,Paavola,05880,62.5,62.5,47.0,0,0,0,0,0,0
511060,Omakotitalo,0,5,119000.0,119000.0,Salo,Salo,Halikko,25260,190.0,350.0,33.0,0,1,0,1,0,0
511234,Omakotitalo,0,5,269000.0,269000.0,Kontiolahti,Kontiolahti,Kontiolahti,80770,148.0,163.0,10.0,0,1,0,0,0,0
511233,Rivitalo,1,4,164820.03,165000.0,Jyväskylä,Jyväskylä,Kuokkala,40520,93.0,93.0,29.0,0,1,0,0,1,0
511077,Omakotitalo,0,5,224000.0,224000.0,Masku,Masku,Mäksmäki,21250,140.0,175.0,121.0,0,1,0,0,0,0
509886,Kerrostalo,2,4,121582.22,137000.0,Tampere,Länsi,Tesoma,33310,87.9,87.9,55.0,0,0,1,0,1,0
510898,Rivitalo,1,2,52000.0,52000.0,Ylöjärvi,Ylöjärvi,Viljakkala,39310,58.0,58.0,44.0,0,1,0,0,0,0
510611,Rivitalo,0,3,90646.26,179600.0,Jyväskylä,Jyväskylä,Korpilahti,41800,76.0,76.0,8.0,0,1,0,0,0,0
510610,Rivitalo,0,3,90646.26,179600.0,Jyväskylä,Jyväskylä,Korpilahti,41800,76.0,76.0,8.0,0,1,0,0,0,0
511000,Kerrostalo,3,2,58529.31,79500.0,Kajaani,Kajaani,Keskusta,87100,53.5,53.5,52.0,1,0,0,0,0,0
511231,Kerrostalo,2,3,49000.0,49000.0,Jyväskylä,Jyväskylä,Tikkakoski,41160,60.0,60.0,82.0,0,1,0,0,0,0
511086,Kerrostalo,1,5,120581.52,134000.0,Heinola,Heinola,Sepänniemi,18100,89.3,89.3,59.0,1,0,0,0,0,1
510880,Kerrostalo,2,1,25739.52,27000.0,Lahti,Lahti,Uusikylä,16100,33.0,33.0,45.0,1,0,1,0,1,0
511046,Kerrostalo,6,2,59000.0,59000.0,Lahti,Lahti,Metsäkangas,15830,59.5,59.5,42.0,0,0,1,0,0,0
510522,Luhtitalo,1,1,96000.0,96000.0,Tampere,Länsi,Lentävänniemi,33410,38.5,38.5,43.0,0,1,0,0,0,0
510045,Omakotitalo,0,6,349000.0,349000.0,Riihimäki,Riihimäki,Parooninmäki,11130,164.0,193.0,16.0,0,1,1,0,0,1
511229,Omakotitalo,0,4,21000.0,21000.0,Virrat,Virrat,Virrat,34800,130.0,130.0,73.0,0,1,0,0,0,0
510492,Rivitalo,1,3,172000.0,172000.0,Tampere,Länsi,Haukiluoma,33340,78.5,78.5,35.0,0,1,0,0,0,0
511212,Kerrostalo,2,2,52981.82,109000.0,Jyväskylä,Jyväskylä,Keskusta,40200,48.0,48.0,59.0,0,0,0,0,0,0
510974,Kerrostalo,3,1,87000.0,87000.0,Rauma,Rauma,Tarvonsaari,26100,32.5,32.5,31.0,1,1,0,0,0,0
500606,Paritalo,0,4,437000.0,437000.0,Helsinki,Itä-Helsinki,Mellunkylä,00950,97.0,102.0,3.0,0,1,1,0,0,0
510531,Rivitalo,1,3,82576.53,85000.0,Hattula,Hattula,Parola,13720,75.5,75.5,44.0,0,1,0,0,1,0
509931,Kerrostalo,1,2,98000.0,98000.0,Lohja,Lohja,Ojamo,08200,56.5,56.5,55.0,0,0,0,0,0,0
508645,Rivitalo,1,3,149487.55,155000.0,Seinäjoki,Seinäjoki,Jouppi,60320,76.0,76.0,31.0,0,1,0,0,0,0
511124,Rivitalo,0,4,161305.16,170000.0,Raisio,Raisio,Pirilä,21200,104.0,104.0,31.0,0,0,0,0,0,0
510701,Kerrostalo,4,5,259000.0,259000.0,Kuopio,Kuopio,Keskusta,70100,134.0,134.0,46.0,1,1,1,0,0,0
510900,Rivitalo,1,2,35000.0,35000.0,Lumijoki,Lumijoki,Keskusta,91980,43.0,43.0,36.0,0,1,0,0,0,0
510850,Kerrostalo,1,2,77032.06,79000.0,Karkkila,Karkkila,Keskusta,03600,58.0,58.0,36.0,0,1,0,0,0,0
510464,Kerrostalo,8,2,75000.0,75000.0,Kuopio,Kuopio,Särkiniemi,70700,59.0,59.0,52.0,0,1,0,0,0,0
511182,Omakotitalo,0,4,109000.0,109000.0,Pori,Pori,Lattomeri,28560,153.0,168.0,62.0,0,1,0,0,0,0
509932,Kerrostalo,9,3,289493.34,350000.0,Lahti,Lahti,Keskusta,15110,87.0,87.0,60.0,0,0,1,0,0,0
511158,Rivitalo,1,3,63000.0,63000.0,Kemi,Kemi,Torvinen,94200,80.0,80.0,34.0,0,1,0,0,0,0
510624,Rivitalo,0,3,159000.0,159000.0,Oulu,Oulu,Metsokangas,90420,70.0,70.0,13.0,0,1,0,0,0,0
510835,Kerrostalo,2,1,19724.98,21000.0,Sastamala,Sastamala,Raivio,38210,20.0,20.0,58.0,0,0,0,0,0,0
510450,Rivitalo,0,1,16243.16,32000.0,Koski Tl,Koski Tl,Talola,31500,36.0,36.0,43.0,0,0,0,0,0,0
510587,Kerrostalo,5,3,73377.84,73500.0,Oulu,Oulu,Kaijonharju,90570,68.0,68.0,40.0,0,0,1,0,0,0
510382,Kerrostalo,2,2,46000.0,46000.0,Sastamala,Sastamala,Raivio,38210,54.0,54.0,57.0,0,0,0,0,0,0
509016,Omakotitalo,0,4,125000.0,125000.0,Kauhava,Kauhava,Koppala,62200,109.5,171.5,69.0,0,1,0,0,0,0
691858,Kerrostalo,3,4,121480.78,122000.0,Tampere,Länsi,Tesoma,33310,76.0,76.0,56.0,0,0,0,0,0,0
510967,Kerrostalo,3,4,69980.92,74000.0,Kemi,Kemi,Keskusta,94100,100.0,100.0,68.0,1,0,1,0,0,0
511194,Rivitalo,1,2,115000.0,115000.0,Eura,Eura,Kirkonkylä,27510,60.0,60.0,16.0,0,1,0,0,0,0
511132,Rivitalo,1,4,225000.0,225000.0,Hämeenlinna,Hämeenlinna,Loimalahti,13500,98.5,98.5,13.0,0,1,0,0,0,0
510830,Kerrostalo,2,3,105000.0,105000.0,Joensuu,Joensuu,Noljakka,80140,80.5,80.5,30.0,0,1,0,0,0,0
510570,Luhtitalo,1,2,129000.0,129000.0,Kuopio,Kuopio,Pihlajalaakso,70400,41.0,41.0,4.0,0,1,0,0,0,0
510712,Kerrostalo,1,2,25005.96,28000.0,Varkaus,Varkaus,Taulumäki,78200,50.0,50.0,59.0,0,0,1,0,0,0
509850,Omakotitalo,0,4,158000.0,158000.0,Paltamo,Paltamo,Kiehimänsuu,88300,108.0,135.5,32.0,0,1,0,0,1,0
510026,Kerrostalo,2,3,89000.0,89000.0,Kajaani,Kajaani,Keskusta,87100,74.0,74.0,42.0,1,1,0,0,0,0
511183,Omakotitalo,0,3,63000.0,63000.0,Orimattila,Orimattila,Luhtikylä,16510,87.0,114.0,65.0,0,1,0,0,0,0
511179,Rivitalo,0,3,73000.0,73000.0,Raahe,Raahe,Pattijoki,92140,80.0,80.0,41.0,0,1,0,0,0,0
510969,Kerrostalo,3,2,124156.07,125000.0,Vantaa,Länsi-Vantaa,Pähkinärinne,01710,46.0,46.0,46.0,0,0,0,0,0,0
510597,Kerrostalo,2,2,30740.73,38000.0,Kemi,Kemi,Koivuharju,94100,58.5,58.5,41.0,1,0,0,0,0,0
510523,Rivitalo,1,3,75000.0,75000.0,Heinola,Heinola,Jyränkö,18150,80.5,80.5,41.0,0,1,0,0,1,1
509866,Erillistalo,1,3,135000.0,135000.0,Mikkeli,Mikkeli,Tuukkala,50500,83.5,83.5,42.0,0,1,0,0,0,0
511172,Kerrostalo,0,3,157964.41,210000.0,Lahti,Lahti,Mukkula,15240,80.0,80.0,8.0,0,1,1,0,0,0
510737,Omakotitalo,0,5,178000.0,178000.0,Forssa,Forssa,Rantalanmäki,30100,158.0,176.0,74.0,1,1,0,0,1,0
511083,Kerrostalo,3,3,168000.0,168000.0,Riihimäki,Riihimäki,Hirsimäki,11100,69.0,69.0,17.0,1,1,0,0,1,0
510911,Kerrostalo,4,2,159000.0,159000.0,Hämeenlinna,Hämeenlinna,Keinusaari,13200,49.0,49.0,15.0,0,1,1,0,1,0
685533,Kerrostalo,2,1,31000.0,31000.0,Lahti,Lahti,Kasakkamäki,15830,28.0,28.0,58.0,0,0,0,0,0,0
685530,Kerrostalo,2,1,29800.0,29800.0,Lahti,Lahti,Kasakkamäki,15830,28.0,28.0,58.0,0,0,0,0,0,0
676743,Kerrostalo,0,2,34558.21,45000.0,Alajärvi,Alajärvi,ydinkeskusta,62900,57.5,57.5,51.0,0,0,0,0,0,1
510638,Rivitalo,0,4,41300.0,45000.0,Varkaus,Varkaus,Käpykangas,78850,120.0,120.0,45.0,0,1,0,0,0,0
508650,Omakotitalo,0,5,159000.0,159000.0,Raahe,Raahe,Kaupunginmetsä,92120,123.0,162.0,32.0,0,1,0,0,0,0
510677,Rivitalo,1,2,85000.0,85000.0,Eura,Eura,Kirkonkylä,27510,68.0,68.0,33.0,0,1,0,0,0,0
509641,Kerrostalo,1,2,34000.0,34000.0,Rovaniemi,Rovaniemi,Korkalovaara,96500,61.0,61.0,48.0,0,0,1,0,1,0
510977,Kerrostalo,4,3,149592.64,170000.0,Turku,Itäosa,Laukkavuori,20610,76.5,76.5,47.0,0,0,0,0,0,0
510885,Paritalo,0,3,82000.0,82000.0,Orimattila,Orimattila,Koivula,16300,85.0,85.0,44.0,0,0,0,0,0,0
510484,Rivitalo,1,4,249000.0,249000.0,Lempäälä,Lempäälä,Sulkola,37500,80.0,80.0,6.0,0,1,0,0,1,1
510275,Omakotitalo,0,4,125000.0,125000.0,Kokkola,Kokkola,Kirkonmäki,67700,117.0,140.0,49.0,0,1,0,0,0,0
510008,Kerrostalo,4,2,93690.26,145000.0,Jyväskylä,Jyväskylä,Keskusta,40100,53.0,53.0,59.0,1,0,1,0,0,0
511148,Paritalo,0,4,225000.0,225000.0,Kokkola,Kokkola,Hangas,67700,89.0,99.0,4.0,0,1,0,1,1,1
694458,Kerrostalo,3,3,52464.85,219000.0,Jyväskylä,Jyväskylä,Keljo,40500,74.5,74.5,3.0,0,1,0,0,0,0
511120,Kerrostalo,4,3,162415.84,239000.0,Pori,Pori,Karjaranta,28100,75.0,75.0,10.0,1,1,0,0,0,0
511134,Kerrostalo,1,2,55606.08,69000.0,Riihimäki,Riihimäki,Harjukylä,11120,53.6,53.6,69.0,0,0,1,0,0,0
510884,Rivitalo,1,3,197058.0,225000.0,Järvenpää,Järvenpää,Isokytö,04430,80.0,80.0,35.0,0,1,0,0,0,0
510441,Kerrostalo,2,2,54500.0,54500.0,Muurame,Muurame,Muurame,40950,59.0,59.0,51.0,0,0,0,0,1,0
509581,Omakotitalo,0,4,135000.0,135000.0,Heinola,Heinola,Pyhätön,18100,122.0,202.0,55.0,1,1,0,1,0,0
695866,Omakotitalo,0,3,76000.0,76000.0,Savonlinna,Savonlinna,Moinsalmi,57230,109.0,137.0,29.0,0,1,0,0,0,0
684986,Rivitalo,1,3,53000.0,53000.0,Kalajoki,Kalajoki,Pohjankylä,85100,75.0,75.0,46.0,1,0,0,0,0,0
694150,Paritalo,0,4,290000.0,290000.0,Hyvinkää,Hyvinkää,Ahdenkallio,05820,97.5,105.5,0.0,0,0,0,0,0,0
510731,Rivitalo,0,2,83000.0,83000.0,Liperi,Liperi,Ylämylly,80400,59.0,59.0,32.0,0,1,0,0,0,0
501257,Omakotitalo,0,3,185000.0,185000.0,Janakkala,Janakkala,Tervakoski,12400,117.0,129.0,76.0,0,1,0,0,0,0
511014,Omakotitalo,0,5,142000.0,142000.0,Hämeenlinna,Hämeenlinna,Luolaja,13500,127.0,178.0,48.0,0,1,0,0,0,0
510820,Rivitalo,1,3,109000.0,109000.0,Keminmaa,Keminmaa,Lassila,94450,74.0,74.0,31.0,0,1,0,0,0,0
510729,Rivitalo,0,2,125000.0,125000.0,Askola,Askola,Nalkkila,07500,46.5,46.5,12.0,0,1,0,0,0,0
511028,Kerrostalo,2,1,249000.0,249000.0,Helsinki,Etelä-Helsinki,Vallila,00550,30.5,30.5,94.0,0,0,0,0,0,0
510352,Omakotitalo,0,5,130000.0,130000.0,Jokioinen,Jokioinen,Rehtijärvi,31600,228.0,228.0,34.0,0,1,0,1,0,0
508573,Omakotitalo,0,5,189000.0,189000.0,Ii,Ii,Illinsaari,91100,148.0,172.0,21.0,1,1,0,0,0,0
510640,Kerrostalo,3,2,115000.0,115000.0,Tampere,Länsi,Kaarila,33300,59.0,59.0,55.0,0,0,0,0,1,0
511005,Kerrostalo,2,2,36511.2,41000.0,Jämsä,Jämsä,Keskusta,42100,50.5,50.5,47.0,1,0,0,0,0,0
510646,Rivitalo,1,3,75000.0,75000.0,Salo,Salo,Suomusjärvi,25410,75.0,75.0,46.0,0,1,0,0,0,0
510631,Kerrostalo,2,3,328000.0,328000.0,Tampere,Länsi,Santalahti,33250,72.5,72.5,21.0,0,1,0,0,0,0
510871,Rivitalo,1,2,123648.4,124000.0,Mäntsälä,Mäntsälä,Keskusta,04600,62.0,62.0,25.0,0,1,0,1,0,0
510913,Kerrostalo,3,2,180697.55,185000.0,Helsinki,Pohjois-Helsinki,Tapanila,00730,53.5,53.5,39.0,0,0,0,0,0,0
510340,Omakotitalo,0,7,248000.0,248000.0,Kangasala,Kangasala,Mäntyveräjä,36200,221.0,238.0,121.0,0,1,0,0,1,0
510160,Kerrostalo,3,2,82084.74,99000.0,Riihimäki,Riihimäki,Keskusta,11100,52.0,52.0,68.0,1,0,1,0,0,0
504182,Kerrostalo,2,2,149406.44,150000.0,Helsinki,Pohjois-Helsinki,Malmi,00780,50.5,50.5,42.0,0,0,0,0,0,0
511118,Omakotitalo,0,5,328000.0,328000.0,Paimio,Paimio,Ala-Vista,21530,133.0,155.0,9.0,0,1,0,0,0,0
695493,Omakotitalo,0,4,275000.0,275000.0,Tampere,Itä,Kissanmaa,33530,128.0,181.0,66.0,0,1,0,0,0,0
510876,Omakotitalo,0,5,248000.0,248000.0,Jyväskylä,Jyväskylä,Kypärämäki,40630,132.0,165.0,70.0,0,1,0,0,0,0
510847,Rivitalo,0,2,98500.0,98500.0,Laitila,Laitila,Keskusta,23800,63.0,63.0,34.0,0,1,0,0,1,0
500439,Kerrostalo,2,2,62000.0,62000.0,Mäntsälä,Mäntsälä,Mustamäki,04600,57.0,57.0,43.0,0,0,1,0,0,0
504705,Omakotitalo,0,5,348000.0,348000.0,Lahti,Lahti,Jalkaranta,15950,220.0,300.0,45.0,0,1,0,1,1,0
510724,Kerrostalo,3,4,242000.0,242000.0,Kuopio,Kuopio,Keskusta,70110,99.1,99.1,69.0,0,0,1,0,0,0
510609,Kerrostalo,2,3,268000.0,268000.0,Tampere,Etelä,Muotiala,33800,76.0,76.0,17.0,0,1,0,0,0,0
508141,Kerrostalo,2,2,47022.62,145000.0,Seinäjoki,Seinäjoki,Keskusta,60100,35.5,35.5,2.0,1,0,0,0,0,0
509795,Kerrostalo,1,1,26700.63,34000.0,Nurmes,Nurmes,Porokylä,75530,35.0,35.0,51.0,0,0,1,0,0,0
696191,Omakotitalo,0,3,30000.0,30000.0,Joensuu,Joensuu,Uimaharju,81280,77.3,110.0,59.0,0,1,0,0,0,0
510923,Paritalo,1,3,226500.0,226500.0,Rovaniemi,Rovaniemi,Ylikylä,96800,92.6,92.6,18.0,0,1,0,0,0,0
510647,Omakotitalo,0,3,125000.0,125000.0,Hyvinkää,Hyvinkää,Hyvinkäänkylä,05840,90.0,90.0,52.0,0,1,0,0,0,0
507998,Kerrostalo,3,2,85773.73,225000.0,Helsinki,Itä-Helsinki,Mellunkylä,00950,53.0,53.0,2.0,0,0,0,0,0,0
505671,Kerrostalo,3,2,50477.98,58000.0,Pieksämäki,Pieksämäki,Keskusta,76100,58.0,58.0,58.0,1,0,0,0,0,0
503343,Kerrostalo,2,2,108000.0,108000.0,Vantaa,Itä-Vantaa,Länsimäki,01280,59.0,59.0,49.0,0,0,0,0,0,0
668536,Kerrostalo,2,3,38311.29,42000.0,Keminmaa,Keminmaa,Laurila,94400,73.5,73.5,45.0,0,0,0,0,0,0
510547,Rivitalo,1,2,122377.01,127500.0,Lempäälä,Lempäälä,Haurala,37500,58.5,58.5,33.0,0,1,0,0,1,0
696719,Kerrostalo,1,3,45047.95,52000.0,Kemi,Kemi,Sauvosaari,94100,68.0,68.0,62.0,1,0,0,0,0,0
511104,Rivitalo,1,2,132500.0,132500.0,Hämeenlinna,Hämeenlinna,Kankaantausta,13100,59.5,59.5,38.0,1,1,0,0,0,0
510998,Kerrostalo,5,2,136000.0,136000.0,Laukaa,Laukaa,Kirkonkylä,41340,53.0,53.0,15.0,0,1,0,0,0,0
508789,Rivitalo,1,2,105000.0,105000.0,Vihti,Vihti,Nummela,03100,64.5,64.5,44.0,1,1,0,0,1,0
511096,Omakotitalo,0,4,110000.0,110000.0,Rauma,Rauma,Sampaanala,26820,112.0,200.0,58.0,0,1,0,0,0,0
510595,Rivitalo,1,3,138748.95,154000.0,Mäntsälä,Mäntsälä,Jokihuhta,04600,84.0,84.0,35.0,0,1,0,1,0,0
510542,Rivitalo,1,1,42500.0,42500.0,Jyväskylä,Jyväskylä,Korpilahti,41800,36.5,36.5,27.0,0,1,0,0,0,0
651070,Omakotitalo,0,5,155000.0,155000.0,Riihimäki,Riihimäki,Huhtimo,11120,120.0,120.0,71.0,0,1,1,0,0,1
510899,Kerrostalo,4,4,91949.79,179000.0,Oulu,Oulu,Keskusta,90100,78.0,78.0,60.0,1,0,0,0,0,0
651631,Kerrostalo,2,2,32000.0,32000.0,Jämsä,Jämsä,Jämsänkoski Koulunmäki,42300,58.0,58.0,45.0,0,0,1,0,0,0
510487,Kerrostalo,2,2,197000.0,197000.0,Tampere,Keskusta,Tammela,33500,50.5,50.5,89.0,0,0,0,0,0,0
501926,Kerrostalo,2,2,25000.0,25000.0,Eura,Eura,Kiukainen,27400,56.5,56.5,49.0,0,0,0,0,0,0
676193,Kerrostalo,3,2,75715.31,82000.0,Riihimäki,Riihimäki,Petsamo,11120,59.0,59.0,59.0,0,0,1,0,0,0
510947,Kerrostalo,6,3,73384.66,74000.0,Jyväskylä,Jyväskylä,Keltinmäki,40640,76.0,76.0,39.0,0,0,0,0,0,0
510530,Omakotitalo,0,4,72000.0,72000.0,Kouvola,Kouvola,Anjala,46910,96.0,118.0,51.0,0,1,0,0,1,0
510409,Kerrostalo,6,3,29500.0,29500.0,Kouvola,Kouvola,Myllykoski,46800,80.0,80.0,51.0,0,0,1,0,1,0
510832,Kerrostalo,3,2,43344.74,54000.0,Juva,Juva,Keskusta,51900,48.5,48.5,31.0,0,1,0,0,0,0
510836,Kerrostalo,2,1,46000.0,46000.0,Juva,Juva,Keskusta,51900,39.0,39.0,32.0,0,1,0,0,0,0
510635,Rivitalo,1,1,35160.27,40000.0,Rovaniemi,Rovaniemi,Nivavaara,96910,37.5,37.5,36.0,0,0,0,0,0,0
509923,Omakotitalo,0,3,65000.0,65000.0,Jämsä,Jämsä,Jämsänkoski Oinaala,42300,75.0,95.0,73.0,0,1,0,0,0,0
506323,Kerrostalo,3,3,68793.15,76000.0,Siilinjärvi,Siilinjärvi,Simonsalo,71800,76.0,76.0,51.0,0,0,0,0,0,0
511047,Omakotitalo,0,6,529000.0,529000.0,Tuusula,Tuusula,Kolistimenmäki,04300,265.0,335.0,17.0,0,1,0,1,0,1
510256,Rivitalo,0,2,55672.62,59000.0,Salo,Salo,Halikon Pappila,24800,66.0,66.0,47.0,0,0,0,0,0,0
699691,Kerrostalo,8,1,63639.67,169000.0,Tampere,Etelä,Härmälänranta,33900,32.0,32.0,4.0,0,0,0,0,0,0
510656,Kerrostalo,0,2,265068.94,269000.0,Helsinki,Pohjois-Helsinki,Käpylä,00610,49.0,49.0,69.0,0,0,1,0,0,0
510651,Kerrostalo,4,2,44341.6,138500.0,Joensuu,Joensuu,Vehkalahti,80220,42.0,42.0,3.0,0,0,0,0,0,0
510307,Omakotitalo,0,1,149000.0,149000.0,Raasepori,Raasepori,Pohja,10420,59.0,99.0,102.0,0,0,1,0,0,0
510875,Kerrostalo,2,3,178626.56,184000.0,Rovaniemi,Rovaniemi,Veitikanharju,96100,79.0,79.0,40.0,1,1,0,0,0,0
511068,Kerrostalo,3,3,91292.0,109000.0,Kotka,Kotka,Kotkansaari,48100,90.0,90.0,94.0,1,0,0,0,0,0
510934,Omakotitalo,0,4,119000.0,119000.0,Kemi,Kemi,Syväkangas,94700,114.0,137.0,53.0,0,1,0,0,0,0
510526,Kerrostalo,4,3,122000.0,122000.0,Hyvinkää,Hyvinkää,Parantola,05800,74.0,74.0,47.0,0,0,0,0,1,0
510678,Rivitalo,0,3,85000.0,85000.0,Kangasniemi,Kangasniemi,Kangasniemi,51200,77.0,77.0,47.0,0,1,0,0,0,0
511048,Rivitalo,1,3,98000.0,98000.0,Kotka,Kotka,Mussalo,48310,67.5,67.5,36.0,0,1,0,0,0,0
500080,Kerrostalo,3,2,79500.0,79500.0,Pori,Pori,Linna,28100,56.0,56.0,58.0,1,0,1,0,0,0
511030,Kerrostalo,2,2,35000.0,37718.13,Eura,Eura,Kauttua,27500,55.5,55.5,46.0,0,0,0,0,1,0
510363,Rivitalo,1,2,66474.32,79000.0,Sodankylä,Sodankylä,Luosto,99555,58.5,58.5,31.0,0,1,0,0,0,0
510250,Kerrostalo,7,1,40581.94,105900.0,Tampere,Etelä,Multisilta,33850,21.5,21.5,1.0,0,0,0,0,0,0
510981,Rivitalo,0,2,55000.0,55000.0,Kuusamo,Kuusamo,Tolpanniemi,93600,60.0,60.0,34.0,0,1,0,0,0,0
510948,Kerrostalo,2,3,97000.0,97000.0,Kouvola,Kouvola,Sarkola,45100,77.5,77.5,43.0,1,1,0,0,1,0
510585,Kerrostalo,2,1,81774.96,82000.0,Joensuu,Joensuu,Utra,80170,36.0,36.0,33.0,0,1,0,0,0,0
510984,Rivitalo,0,2,35000.0,35000.0,Kuhmo,Kuhmo,Saarikoski,88900,62.5,62.5,39.0,0,1,0,0,0,0
510502,Kerrostalo,2,2,86000.0,86000.0,Kouvola,Kouvola,Keskusta,45100,55.0,55.0,68.0,1,0,0,0,1,0
510065,Omakotitalo,0,5,79000.0,79000.0,Kuopio,Kuopio,Palonurmi,73810,164.0,208.0,83.0,0,1,0,0,0,0
507107,Rivitalo,1,4,269000.0,269000.0,Oulu,Oulu,Välivainio,90530,152.5,152.5,5.0,0,1,0,1,0,0
500288,Rivitalo,1,3,92155.68,102000.0,Jyväskylä,Jyväskylä,Halssila,40400,83.0,83.0,37.0,0,1,0,0,0,0
510935,Kerrostalo,2,2,35682.8,49000.0,Jyväskylä,Jyväskylä,Keltinmäki,40640,46.0,46.0,48.0,0,0,0,0,0,0
510510,Omakotitalo,0,9,655000.0,655000.0,Nurmijärvi,Nurmijärvi,Numlahti,01860,282.0,327.0,22.0,0,1,0,0,0,0
510781,Rivitalo,1,3,148000.0,148000.0,Seinäjoki,Seinäjoki,Huhtala,60220,73.5,73.5,22.0,0,1,0,0,0,0
510066,Kerrostalo,3,2,6857.58,23500.0,Äänekoski,Äänekoski,Suolahti,44200,57.0,57.0,50.0,0,0,1,0,0,0
500543,Omakotitalo,0,6,212000.0,212000.0,Kalajoki,Kalajoki,Rautio,85160,234.9,298.4,21.0,0,1,0,0,1,0
